Invoice,InvoiceDate,CustomerID,Country,StockCode,Description,Category,Quantity,Price,TotalLine
INV8765,2025-01-26,67321,Unknown,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,17,87.78,1492.26
INV7654,2025-01-26,76789,Unknown,85123BN,Set/4 Coloured Plastic Tumblers,Kitchenware & Dining,18,38.87,699.66
INV0987,2025-01-27,64567,Italy,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,12,16.15,193.79999999999998
INV0987,2025-01-27,64567,United Arab Emirates,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,12,16.15,193.79999999999998
INV0987,2025-01-27,47321,RSA,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,30,43.51,1305.3
INV5432,2025-01-27,88567,Channel Islands,78543CT,Green Leaf Print Window Film,Textiles & Linens,21,45.96,965.16
INV5432,2025-01-27,88567,Brazil,78543CT,Green Leaf Print Window Film,Textiles & Linens,21,45.96,965.16
INV4567,2025-01-27,92789,Austria,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,5,16.15,80.75
INV4567,2025-01-27,92789,Norway,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,5,16.15,80.75
INV4567,2025-01-27,92789,EIRE,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,5,16.15,80.75
INV1098,2025-01-27,90678,Sweden,65432CR,Keep Calm Fridge Magnet Set,Unknown Category,3,66.16,198.48
INV1098,2025-01-27,90678,Japan,65432CR,Keep Calm Fridge Magnet Set,Unknown Category,3,66.16,198.48
INV4567,2025-01-27,92789,Austria,97531CL,Set/2 Reusable Shopping Totes,Storage & Organization,24,48.64,1167.3600000000001
INV4567,2025-01-27,92789,Norway,97531CL,Set/2 Reusable Shopping Totes,Storage & Organization,24,48.64,1167.3600000000001
INV4567,2025-01-27,92789,EIRE,97531CL,Set/2 Reusable Shopping Totes,Storage & Organization,24,48.64,1167.3600000000001
INV8765,2025-01-27,66789,Unknown,13579AY,Blue Polka Dot Travel Mug,Bath & Body,18,33.99,611.82
INV8765,2025-01-27,33298,European Community,22045CW,Retro Spotty Storage Tin,Unknown Category,28,38.4,1075.2
INV8765,2025-01-27,33298,Japan,22045CW,Retro Spotty Storage Tin,Unknown Category,28,38.4,1075.2
INV8765,2025-01-27,33298,Japan,22045CW,Retro Spotty Storage Tin,Unknown Category,28,38.4,1075.2
INV7654,2025-01-27,85321,Unknown,30987BI,Glass Bell Jar Display Dome,Home Decor & Furnishings,11,79.53,874.83
INV6543,2025-01-27,93210,Canada,56321AS,Woven Picnic Hamper Basket,Gifts & Novelty Items,7,66.55,465.84999999999997
INV6543,2025-01-27,93210,Unspecified,56321AS,Woven Picnic Hamper Basket,Gifts & Novelty Items,7,66.55,465.84999999999997
INV4321,2025-01-27,16921,Unknown,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,23,16.15,371.45
INV4567,2025-01-27,26710,United Arab Emirates,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,20,60.87,1217.3999999999999
INV4567,2025-01-27,26710,RSA,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,20,60.87,1217.3999999999999
INV4567,2025-01-27,26710,Italy,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,20,60.87,1217.3999999999999
INV6543,2025-01-27,29583,Finland,98765BV,Large Blue Ceramic Serving Bowl,Unknown Category,20,69.76,1395.2
INV1234,2025-01-27,19237,Unknown,71053CG,Faux Fur Hot Water Bottle,Bath & Body,7,29.79,208.53
INV5678,2025-01-28,94567,Unknown,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,4,49.36,197.44
INV6543,2025-01-28,28422,Germany,54321M,Set of 6 Christmas Crackers,Seasonal & Holiday,2,32.61,65.22
INV8765,2025-01-28,64567,Italy,71053AE,Green Retro Metal Dustbin,Unknown Category,22,58.08,1277.76
INV8765,2025-01-28,64567,United Arab Emirates,71053AE,Green Retro Metal Dustbin,Unknown Category,22,58.08,1277.76
INV2190,2025-01-28,18118,USA,93207BL,Geometric Print Notebook A5,Stationery & Office,15,29.67,445.05
INV0987,2025-01-28,43210,Unknown,84406AX,Orange & Yellow Stripe Throw,Home Decor & Furnishings,2,89.52,179.04
INV8901,2025-01-28,17850,Israel,71053AE,Green Retro Metal Dustbin,Unknown Category,10,58.08,580.8
INV1098,2025-01-28,97321,Poland,12345BF,Rainbow Stripe Woven Rug,Textiles & Linens,4,7.87,31.48
INV1098,2025-01-28,97321,Italy,12345BF,Rainbow Stripe Woven Rug,Textiles & Linens,4,7.87,31.48
INV4321,2025-01-28,51324,European Community,22045CW,Retro Spotty Storage Tin,Unknown Category,29,38.4,1113.6
INV2109,2025-01-28,56789,Unknown,98765T,Small Antique White Lantern,Home Decor & Furnishings,32,27.8,889.6
INV2190,2025-01-28,17850,Israel,56321CC,Silver Plated Cake Slice,Retro & Vintage,4,60.01,240.04
INV7890,2025-01-28,80678,Sweden,93207CD,Best Mum Hanging Plaque,Unknown Category,13,91.22,1185.86
INV5432,2025-01-28,49213,Unknown,84406BP,Miniature Terracotta Plant Pots,Garden & Outdoor,20,37.94,758.8
INV4321,2025-01-28,47321,RSA,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,14,6.78,94.92
INV6789,2025-01-28,28422,Germany,97531R,Floral Print Fabric Gift Wrap,Unknown Category,17,87.28,1483.76
INV4321,2025-01-29,80678,Sweden,97531CL,Set/2 Reusable Shopping Totes,Storage & Organization,18,48.64,875.52
INV4321,2025-01-29,62789,Unknown,85123BN,Set/4 Coloured Plastic Tumblers,Kitchenware & Dining,3,38.87,116.60999999999999
INV2109,2025-01-29,67321,Unknown,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,31,11.32,350.92
INV2190,2025-01-29,44567,Unknown,45678S,Black Skull & Crossbone Lunch Box,Travel Accessories,10,39.38,393.8
INV2190,2025-01-29,43210,Unknown,56321AA,Knitted Sheep Hot Water Bottle Cover,Unknown Category,29,6.0,174.0
INV1098,2025-01-29,97321,Poland,86420CK,Pineapple Shaped Trinket Dish,Storage & Organization,6,75.66,453.96
INV1098,2025-01-29,97321,Italy,86420CK,Pineapple Shaped Trinket Dish,Storage & Organization,6,75.66,453.96
INV4321,2025-01-29,17850,Israel,98765BD,Wooden Hanging Letter 'A',Unknown Category,2,75.78,151.56
INV8765,2025-01-29,65321,Austria,85123A,Red Retrospot Storage Jar,Kitchenware & Dining,21,26.17,549.57
INV8765,2025-01-29,65321,Bahrain,85123A,Red Retrospot Storage Jar,Kitchenware & Dining,21,26.17,549.57
INV8765,2025-01-29,65321,Hong Kong,85123A,Red Retrospot Storage Jar,Kitchenware & Dining,21,26.17,549.57
INV8765,2025-01-29,65321,Lebanon,85123A,Red Retrospot Storage Jar,Kitchenware & Dining,21,26.17,549.57
INV8765,2025-01-29,65321,United Arab Emirates,85123A,Red Retrospot Storage Jar,Kitchenware & Dining,21,26.17,549.57
INV8901,2025-01-29,15093,Saudi Arabia,13579CI,Ceramic Vintage Car Ornament,Retro & Vintage,1,86.98,86.98
INV5432,2025-01-29,90678,Sweden,86420BA,Miniature Ceramic Toadstool Set,Seasonal & Holiday,21,69.28,1454.88
INV5432,2025-01-29,90678,Japan,86420BA,Miniature Ceramic Toadstool Set,Seasonal & Holiday,21,69.28,1454.88
INV5432,2025-01-29,70678,Unknown,22045AC,Silver Plated Photo Frame 5x7,Home Decor & Furnishings,25,82.01,2050.25
INV3456,2025-01-29,99213,RSA,30987CA,Set of 4 Wooden Animal Skittles,Kids & Toys,10,28.46,284.6
INV8765,2025-01-29,31245,Unknown,67890AO,Small Glass Water Carafe,Kitchenware & Dining,28,25.93,726.04
INV8765,2025-01-29,71324,Unknown,24680BR,Metal Bicycle Photo Clip Holder,Unknown Category,23,63.78,1466.94
INV9876,2025-01-30,80678,Sweden,93207CV,Set/4 Coloured Ceramic Egg Cups,Unknown Category,27,98.48,2658.96
INV6543,2025-01-30,85321,Unknown,98765BD,Wooden Hanging Letter 'A',Unknown Category,20,75.78,1515.6
INV5432,2025-01-30,21340,Hong Kong,85123CF,Giant Polka Dot Beach Ball,Unknown Category,24,56.62,1358.8799999999999
INV5432,2025-01-30,21340,Belgium,85123CF,Giant Polka Dot Beach Ball,Unknown Category,24,56.62,1358.8799999999999
INV4321,2025-01-30,28422,Germany,85123BN,Set/4 Coloured Plastic Tumblers,Kitchenware & Dining,17,38.87,660.79
INV4321,2025-01-30,70678,Unknown,54321U,Miniature Metal Wheelbarrow Planter,Unknown Category,10,45.37,453.7
INV4321,2025-01-30,52789,USA,84406CH,Glass Display Dome with Base,Unknown Category,24,70.17,1684.08
INV4321,2025-01-30,52789,Belgium,84406CH,Glass Display Dome with Base,Unknown Category,24,70.17,1684.08
INV8765,2025-01-30,66789,Unknown,12345AN,Pink Retro Spotty Shower Cap,Bath & Body,15,21.15,317.25
INV1098,2025-01-30,83210,Sweden,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,23,11.32,260.36
INV1098,2025-01-30,83210,United Kingdom,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,23,11.32,260.36
INV1098,2025-01-30,83210,Japan,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,23,11.32,260.36
INV1098,2025-01-30,83210,Iceland,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,23,11.32,260.36
INV2345,2025-01-30,53210,Unknown,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,28,11.32,316.96000000000004
INV2109,2025-01-30,17404,European Community,85123BN,Set/4 Coloured Plastic Tumblers,Kitchenware & Dining,24,38.87,932.8799999999999
INV2109,2025-01-30,17404,Saudi Arabia,85123BN,Set/4 Coloured Plastic Tumblers,Kitchenware & Dining,24,38.87,932.8799999999999
INV2109,2025-01-30,17404,Switzerland,85123BN,Set/4 Coloured Plastic Tumblers,Kitchenware & Dining,24,38.87,932.8799999999999
INV2345,2025-01-30,25376,Spain,86420BS,Yellow Submarine Lunch Bag,Travel Accessories,11,58.07,638.77
INV7654,2025-01-30,41329,Iceland,13579O,Paper Chain Garland Rainbow,Textiles & Linens,1,50.19,50.19
INV7654,2025-01-30,41329,Canada,13579O,Paper Chain Garland Rainbow,Textiles & Linens,1,50.19,50.19
INV7654,2025-01-30,41329,Belgium,13579O,Paper Chain Garland Rainbow,Textiles & Linens,1,50.19,50.19
INV2345,2025-01-30,36472,Czech Republic,97531R,Floral Print Fabric Gift Wrap,Unknown Category,4,87.28,349.12
INV4321,2025-01-30,52789,USA,98765AL,Paris Themed Gift Bag Large,Unknown Category,22,32.7,719.4000000000001
INV4321,2025-01-30,52789,Belgium,98765AL,Paris Themed Gift Bag Large,Unknown Category,22,32.7,719.4000000000001
INV8765,2025-01-31,64567,Italy,45678CM,Union Jack Teapot Warmer,Textiles & Linens,24,6.12,146.88
INV8765,2025-01-31,64567,United Arab Emirates,45678CM,Union Jack Teapot Warmer,Textiles & Linens,24,6.12,146.88
INV4321,2025-01-31,70678,Unknown,67890W,Assorted Colour Glass Buttons,Gifts & Novelty Items,30,56.63,1698.9
INV9876,2025-01-31,53210,Unknown,67890W,Assorted Colour Glass Buttons,Gifts & Novelty Items,31,56.63,1755.53
INV4321,2025-01-31,98567,Unknown,78543BJ,Set of 2 Silver Tealight Holders,Home Decor & Furnishings,26,67.86,1764.36
INV6543,2025-01-31,25376,Spain,98765AL,Paris Themed Gift Bag Large,Unknown Category,1,32.7,32.7
INV7654,2025-01-31,40567,Japan,86420AI,Vintage Red Radio Clock,Retro & Vintage,3,14.7,44.099999999999994
INV7654,2025-01-31,40567,Sweden,86420AI,Vintage Red Radio Clock,Retro & Vintage,3,14.7,44.099999999999994
INV2190,2025-01-31,67321,Unknown,86420AI,Vintage Red Radio Clock,Retro & Vintage,20,14.7,294.0
INV2109,2025-01-31,54567,Hong Kong,30987Y,Clear Glass Storage Jar with Lid,Unknown Category,24,70.53,1692.72
INV2190,2025-01-31,33298,European Community,56321CC,Silver Plated Cake Slice,Retro & Vintage,18,60.01,1080.18
INV2190,2025-01-31,33298,Japan,56321CC,Silver Plated Cake Slice,Retro & Vintage,18,60.01,1080.18
INV2190,2025-01-31,33298,Japan,56321CC,Silver Plated Cake Slice,Retro & Vintage,18,60.01,1080.18
INV0987,2025-01-31,72789,Unknown,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,30,6.78,203.4
INV6543,2025-01-31,70678,Unknown,86420Q,Giant Wooden Game Dice,Kids & Toys,16,23.8,380.8
INV0987,2025-01-31,42678,Germany,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,30,6.78,203.4
INV4321,2025-01-31,22019,Germany,30987Y,Clear Glass Storage Jar with Lid,Unknown Category,3,70.53,211.59
INV4321,2025-01-31,22019,Netherlands,30987Y,Clear Glass Storage Jar with Lid,Unknown Category,3,70.53,211.59
INV8765,2025-01-31,61324,Czech Republic,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,13,6.78,88.14
INV8765,2025-01-31,61324,RSA,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,13,6.78,88.14
INV8765,2025-01-31,61324,Brazil,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,13,6.78,88.14
INV5432,2025-02-01,80678,Sweden,56321BK,Novelty Rubber Duck Bath Toy,Gifts & Novelty Items,38,28.55,1084.9
INV8765,2025-02-01,85321,Unknown,65432AP,Rabbit Design Door Stop,Unknown Category,28,80.11,2243.08
INV9012,2025-02-01,30117,United Kingdom,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,20,87.78,1755.6
INV7654,2025-02-01,38564,Italy,67890BY,Personalised Name Mug,Mugs & Drinkware,8,56.64,453.12
INV2190,2025-02-01,13767,Bahrain,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,8,43.51,348.08
INV2190,2025-02-01,43210,Unknown,12345AN,Pink Retro Spotty Shower Cap,Bath & Body,35,21.15,740.25
INV0987,2025-02-01,32654,Unknown,65432AP,Rabbit Design Door Stop,Unknown Category,24,80.11,1922.6399999999999
INV6543,2025-02-01,28422,Germany,12345K,Garden Swing Metal Sign,Garden & Outdoor,39,34.37,1340.4299999999998
INV5432,2025-02-01,87321,Unknown,24680CJ,Small Woven Laundry Hamper,Storage & Organization,28,64.1,1794.7999999999997
INV6543,2025-02-01,51324,European Community,85123CF,Giant Polka Dot Beach Ball,Unknown Category,11,56.62,622.8199999999999
INV7654,2025-02-01,43210,Unknown,12345AN,Pink Retro Spotty Shower Cap,Bath & Body,4,21.15,84.6
INV2190,2025-02-01,38564,Italy,24680P,Strawberry Ceramic Salt & Pepper Set,Kitchenware & Dining,26,24.19,628.94
INV2190,2025-02-01,78567,Unknown,56321CC,Silver Plated Cake Slice,Retro & Vintage,18,60.01,1080.18
INV1098,2025-02-01,12583,EIRE,13579AG,Gold Star Design Paper Napkins,Gifts & Novelty Items,26,14.77,384.02
INV1098,2025-02-01,12583,Lebanon,13579AG,Gold Star Design Paper Napkins,Gifts & Novelty Items,26,14.77,384.02
INV2190,2025-02-02,51324,European Community,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,13,43.51,565.63
INV7654,2025-02-02,16364,Canada,86420AI,Vintage Red Radio Clock,Retro & Vintage,9,14.7,132.29999999999998
INV1234,2025-02-02,40567,Japan,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,30,60.87,1826.1
INV1234,2025-02-02,40567,Sweden,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,30,60.87,1826.1
INV7654,2025-02-02,92789,Austria,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,11,67.84,746.24
INV7654,2025-02-02,92789,Norway,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,11,67.84,746.24
INV7654,2025-02-02,92789,EIRE,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,11,67.84,746.24
INV8765,2025-02-02,91324,Switzerland,78543H,French Blue Enamel Tea Pot,Kitchenware & Dining,28,50.58,1416.24
INV7654,2025-02-02,45321,Bahrain,30987BI,Glass Bell Jar Display Dome,Home Decor & Furnishings,30,79.53,2385.9
INV2190,2025-02-02,42678,Germany,65432J,Grow Your Own Basil Kit,Garden & Outdoor,35,2.48,86.8
INV5432,2025-02-02,46789,Unknown,78543Z,Wooden Happy Birthday Bunting,Home Decor & Furnishings,28,47.0,1316.0
INV7890,2025-02-02,13047,Unknown,67890AO,Small Glass Water Carafe,Kitchenware & Dining,9,25.93,233.37
INV7654,2025-02-02,99213,RSA,54321BE,Metal Wall Art World Map,Wall Art & Signs,12,75.86,910.3199999999999
INV2190,2025-02-02,27183,Greece,84406BP,Miniature Terracotta Plant Pots,Garden & Outdoor,36,37.94,1365.84
INV7890,2025-02-02,56789,Unknown,30987CA,Set of 4 Wooden Animal Skittles,Kids & Toys,38,28.46,1081.48
INV2190,2025-02-02,67321,Unknown,84406CH,Glass Display Dome with Base,Unknown Category,18,70.17,1263.06
INV8765,2025-02-02,75321,Unknown,78543BJ,Set of 2 Silver Tealight Holders,Home Decor & Furnishings,20,67.86,1357.2
INV1098,2025-02-03,53210,Unknown,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,9,16.15,145.35
INV2345,2025-02-03,65321,Austria,86420BS,Yellow Submarine Lunch Bag,Travel Accessories,15,58.07,871.05
INV2345,2025-02-03,65321,Bahrain,86420BS,Yellow Submarine Lunch Bag,Travel Accessories,15,58.07,871.05
INV2345,2025-02-03,65321,Hong Kong,86420BS,Yellow Submarine Lunch Bag,Travel Accessories,15,58.07,871.05
INV2345,2025-02-03,65321,Lebanon,86420BS,Yellow Submarine Lunch Bag,Travel Accessories,15,58.07,871.05
INV2345,2025-02-03,65321,United Arab Emirates,86420BS,Yellow Submarine Lunch Bag,Travel Accessories,15,58.07,871.05
INV8765,2025-02-03,71324,Unknown,71053D,Ceramic Cherry Blossom Mug,Kitchenware & Dining,32,97.12,3107.84
INV7890,2025-02-03,91324,Switzerland,56321AS,Woven Picnic Hamper Basket,Gifts & Novelty Items,27,66.55,1796.85
INV2109,2025-02-03,66789,Unknown,85123BN,Set/4 Coloured Plastic Tumblers,Kitchenware & Dining,23,38.87,894.01
INV9012,2025-02-03,62789,Unknown,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,15,65.93,988.95
INV2190,2025-02-03,20139,Brazil,85123AV,Union Jack Flag Beach Towel,Textiles & Linens,2,56.35,112.7
INV2190,2025-02-03,20139,Lebanon,85123AV,Union Jack Flag Beach Towel,Textiles & Linens,2,56.35,112.7
INV2109,2025-02-03,45321,Bahrain,30987I,Birdhouse Design Key Holder,Gifts & Novelty Items,14,41.69,583.66
INV2109,2025-02-03,40567,Japan,24680AH,Large Canvas Storage Basket,Storage & Organization,22,56.62,1245.6399999999999
INV2109,2025-02-03,40567,Sweden,24680AH,Large Canvas Storage Basket,Storage & Organization,22,56.62,1245.6399999999999
INV4567,2025-02-03,35109,RSA,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,32,60.87,1947.84
INV4567,2025-02-03,35109,Israel,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,32,60.87,1947.84
INV4321,2025-02-03,70678,Unknown,22045AU,Metal Butterfly Garden Ornament,Home Decor & Furnishings,37,92.65,3428.05
INV1098,2025-02-03,27183,Greece,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,15,43.51,652.65
INV6543,2025-02-03,67321,Unknown,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,33,60.87,2008.7099999999998
INV0987,2025-02-03,39201,Greece,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,36,16.15,581.4
INV8765,2025-02-04,43210,Unknown,56321AA,Knitted Sheep Hot Water Bottle Cover,Unknown Category,35,6.0,210.0
INV2109,2025-02-04,67321,Unknown,84406BP,Miniature Terracotta Plant Pots,Garden & Outdoor,26,37.94,986.4399999999999
INV5678,2025-02-04,62789,Unknown,67890AO,Small Glass Water Carafe,Kitchenware & Dining,15,25.93,388.95
INV5432,2025-02-04,53210,Unknown,78543AR,Children's Animal Print Apron,Kids & Toys,5,30.41,152.05
INV8765,2025-02-04,31245,Unknown,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,36,65.93,2373.4800000000005
INV2190,2025-02-04,49213,Unknown,98765N,Retro Camera Pencil Sharpener,Stationery & Office,2,1.32,2.64
INV9012,2025-02-04,98567,Unknown,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,11,87.78,965.58
INV5432,2025-02-04,52789,USA,24680AZ,Retro Sweet Shop Candy Jar,Retro & Vintage,19,3.07,58.33
INV5432,2025-02-04,52789,Belgium,24680AZ,Retro Sweet Shop Candy Jar,Retro & Vintage,19,3.07,58.33
INV0987,2025-02-04,42678,Germany,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,14,65.93,923.0200000000001
INV2109,2025-02-04,49213,Unknown,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,5,67.84,339.20000000000005
INV8765,2025-02-04,19237,Unknown,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,32,60.87,1947.84
INV9012,2025-02-04,49213,Unknown,93207CD,Best Mum Hanging Plaque,Unknown Category,15,91.22,1368.3
INV7890,2025-02-04,63210,Lithuania,98765BD,Wooden Hanging Letter 'A',Unknown Category,6,75.78,454.68
INV7890,2025-02-04,63210,Canada,98765BD,Wooden Hanging Letter 'A',Unknown Category,6,75.78,454.68
INV6543,2025-02-04,15093,Saudi Arabia,65432BH,Gold Star Confetti Pack,Gifts & Novelty Items,39,51.57,2011.23
INV2109,2025-02-05,93210,Canada,22045AU,Metal Butterfly Garden Ornament,Home Decor & Furnishings,17,92.65,1575.0500000000002
INV2109,2025-02-05,93210,Unspecified,22045AU,Metal Butterfly Garden Ornament,Home Decor & Furnishings,17,92.65,1575.0500000000002
INV1098,2025-02-05,79213,Unknown,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,9,60.87,547.8299999999999
INV6789,2025-02-05,44567,Unknown,86420CK,Pineapple Shaped Trinket Dish,Storage & Organization,27,75.66,2042.82
INV8765,2025-02-05,59213,Netherlands,22045CE,Set/3 Pastel Coloured Baskets,Unknown Category,29,69.65,2019.8500000000001
INV6543,2025-02-05,24133,France,97531BB,Red & White Gingham Tablecloth,Kitchenware & Dining,8,34.93,279.44
INV6543,2025-02-05,24133,Singapore,97531BB,Red & White Gingham Tablecloth,Kitchenware & Dining,8,34.93,279.44
INV8765,2025-02-05,53210,Unknown,56321BK,Novelty Rubber Duck Bath Toy,Gifts & Novelty Items,16,28.55,456.8
INV6543,2025-02-05,12583,EIRE,22045AC,Silver Plated Photo Frame 5x7,Home Decor & Furnishings,22,82.01,1804.22
INV6543,2025-02-05,12583,Lebanon,22045AC,Silver Plated Photo Frame 5x7,Home Decor & Furnishings,22,82.01,1804.22
INV2190,2025-02-05,96789,Norway,13579O,Paper Chain Garland Rainbow,Textiles & Linens,23,50.19,1154.37
INV1098,2025-02-05,90678,Sweden,98765BD,Wooden Hanging Letter 'A',Unknown Category,30,75.78,2273.4
INV1098,2025-02-05,90678,Japan,98765BD,Wooden Hanging Letter 'A',Unknown Category,30,75.78,2273.4
INV5432,2025-02-05,57321,Saudi Arabia,13579CI,Ceramic Vintage Car Ornament,Retro & Vintage,14,86.98,1217.72
INV6789,2025-02-05,22019,Germany,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,1,24.33,24.33
INV6789,2025-02-05,22019,Netherlands,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,1,24.33,24.33
INV6543,2025-02-05,32654,Unknown,93207BL,Geometric Print Notebook A5,Stationery & Office,33,29.67,979.11
INV8765,2025-02-05,94567,Unknown,54321BW,Gnome Garden Statue Small,Garden & Outdoor,29,9.2,266.79999999999995
INV6789,2025-02-05,77321,Unknown,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,26,67.84,1763.8400000000001
INV2345,2025-02-06,59213,Netherlands,12345AN,Pink Retro Spotty Shower Cap,Bath & Body,33,21.15,697.9499999999999
INV6543,2025-02-06,86789,Unknown,98765AL,Paris Themed Gift Bag Large,Unknown Category,25,32.7,817.5000000000001
INV1098,2025-02-06,57321,Saudi Arabia,71053CG,Faux Fur Hot Water Bottle,Bath & Body,24,29.79,714.96
INV9876,2025-02-06,15093,Saudi Arabia,98765BD,Wooden Hanging Letter 'A',Unknown Category,2,75.78,151.56
INV4321,2025-02-06,25376,Spain,12345BF,Rainbow Stripe Woven Rug,Textiles & Linens,35,7.87,275.45
INV7654,2025-02-06,20139,Brazil,85123A,Red Retrospot Storage Jar,Kitchenware & Dining,8,26.17,209.36
INV7654,2025-02-06,20139,Lebanon,85123A,Red Retrospot Storage Jar,Kitchenware & Dining,8,26.17,209.36
INV5432,2025-02-06,17404,European Community,54321CO,Metal Star T-Light Holder,Lighting & Candles,8,2.79,22.32
INV5432,2025-02-06,17404,Saudi Arabia,54321CO,Metal Star T-Light Holder,Lighting & Candles,8,2.79,22.32
INV5432,2025-02-06,17404,Switzerland,54321CO,Metal Star T-Light Holder,Lighting & Candles,8,2.79,22.32
INV8765,2025-02-06,55321,Denmark,86420BS,Yellow Submarine Lunch Bag,Travel Accessories,18,58.07,1045.26
INV5432,2025-02-06,68567,Switzerland,98765N,Retro Camera Pencil Sharpener,Stationery & Office,21,1.32,27.720000000000002
INV2190,2025-02-06,26710,United Arab Emirates,98765BD,Wooden Hanging Letter 'A',Unknown Category,38,75.78,2879.64
INV2190,2025-02-06,26710,RSA,98765BD,Wooden Hanging Letter 'A',Unknown Category,38,75.78,2879.64
INV2190,2025-02-06,26710,Italy,98765BD,Wooden Hanging Letter 'A',Unknown Category,38,75.78,2879.64
INV0987,2025-02-06,72789,Unknown,65432AP,Rabbit Design Door Stop,Unknown Category,32,80.11,2563.52
INV9012,2025-02-06,74567,Unknown,71053D,Ceramic Cherry Blossom Mug,Kitchenware & Dining,24,97.12,2330.88
INV8765,2025-02-06,35109,RSA,93207BL,Geometric Print Notebook A5,Stationery & Office,38,29.67,1127.46
INV8765,2025-02-06,35109,Israel,93207BL,Geometric Print Notebook A5,Stationery & Office,38,29.67,1127.46
INV1098,2025-02-06,76789,Unknown,85123A,Red Retrospot Storage Jar,Kitchenware & Dining,31,26.17,811.2700000000001
INV8765,2025-02-07,79213,Unknown,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,6,65.93,395.58000000000004
INV2109,2025-02-07,61324,Czech Republic,93207CD,Best Mum Hanging Plaque,Unknown Category,2,91.22,182.44
INV2109,2025-02-07,61324,RSA,93207CD,Best Mum Hanging Plaque,Unknown Category,2,91.22,182.44
INV2109,2025-02-07,61324,Brazil,93207CD,Best Mum Hanging Plaque,Unknown Category,2,91.22,182.44
INV4567,2025-02-07,16364,Canada,54321BW,Gnome Garden Statue Small,Garden & Outdoor,12,9.2,110.39999999999999
INV4321,2025-02-07,26710,United Arab Emirates,67890L,Pink Glitter Party Streamers,Jewellery & Accessories,2,48.83,97.66
INV4321,2025-02-07,26710,RSA,67890L,Pink Glitter Party Streamers,Jewellery & Accessories,2,48.83,97.66
INV4321,2025-02-07,26710,Italy,67890L,Pink Glitter Party Streamers,Jewellery & Accessories,2,48.83,97.66
INV7654,2025-02-07,17404,European Community,54321AM,Set/5 Enamel Kitchen Utensils,Kitchenware & Dining,39,12.31,480.09000000000003
INV7654,2025-02-07,17404,Saudi Arabia,54321AM,Set/5 Enamel Kitchen Utensils,Kitchenware & Dining,39,12.31,480.09000000000003
INV7654,2025-02-07,17404,Switzerland,54321AM,Set/5 Enamel Kitchen Utensils,Kitchenware & Dining,39,12.31,480.09000000000003
